order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discounted_price,total_sales,total_cost,profit,order_year,order_month,order_Month_Year,first_purchase_date_x,customer_type,first_purchase_date_y,first_purchase_date
2423,2023-07-15,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,OFF-PA-10001560,10,10,2,4,9.6,19.2,20,-0.8,2023,7,2023-07,2023-05-14,Returning,2023-05-14,2022-01-02
2424,2023-03-18,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Accessories,TEC-AC-10002473,130,160,7,4,153.6,1075.2,910,165.2,2023,3,2023-03,2022-01-19,Returning,2022-01-19,2022-01-01
2425,2023-02-02,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,OFF-BI-10000632,10,10,1,3,9.7,9.7,10,-0.3,2023,2,2023-02,2022-01-19,Returning,2022-01-19,2022-01-01
2426,2022-02-07,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,FUR-TA-10002645,220,270,2,3,261.9,523.8,440,83.8,2022,2,2022-02,2022-01-19,Returning,2022-01-19,2022-01-01
2427,2023-09-01,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Fasteners,OFF-FA-10002975,30,40,13,3,38.8,504.4,390,114.4,2023,9,2023-09,2022-01-19,Returning,2022-01-19,2022-01-01
2428,2022-06-21,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10003784,0,0,4,4,0,0,0,0,2022,6,2022-06,2022-02-05,Returning,2022-02-05,2022-01-02
2429,2022-03-07,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10001617,10,10,4,2,9.8,39.2,40,-0.8,2022,3,2022-03,2022-02-05,Returning,2022-02-05,2022-01-02
2430,2023-11-25,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10004415,10,10,7,3,9.7,67.9,70,-2.1,2023,11,2023-11,2022-02-05,Returning,2022-02-05,2022-01-02
2431,2022-08-16,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000240,50,60,8,3,58.2,465.6,400,65.6,2022,8,2022-08,2022-01-02,Returning,2022-01-02,2022-01-01
2432,2023-04-28,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10001935,10,10,2,5,9.5,19,20,-1,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
2433,2023-06-25,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002439,340,370,7,5,351.5,2460.5,2380,80.5,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
2434,2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10001536,40,50,4,4,48,192,160,32,2022,8,2022-08,2022-01-05,Returning,2022-01-05,2022-01-02
2435,2023-12-24,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,OFF-EN-10001532,20,30,2,3,29.1,58.2,40,18.2,2023,12,2023-12,2022-01-02,Returning,2022-01-02,2022-01-01
2436,2023-06-12,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10003057,770,830,3,2,813.4,2440.2,2310,130.2,2023,6,2023-06,2022-01-02,Returning,2022-01-02,2022-01-01
2437,2023-05-11,Standard Class,Consumer,United States,Farmington,New Mexico,87401,West,Furniture,Furnishings,FUR-FU-10003708,470,550,9,2,539,4851,4230,621,2023,5,2023-05,2022-06-27,Returning,2022-06-27,2022-01-01
2438,2022-06-12,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Tables,FUR-TA-10000849,130,150,2,3,145.5,291,260,31,2022,6,2022-06,2022-01-16,Returning,2022-01-16,2022-01-01
2439,2022-06-26,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002259,30,40,4,2,39.2,156.8,120,36.8,2022,6,2022-06,2022-01-16,Returning,2022-01-16,2022-01-01
2440,2022-07-11,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10002597,10,10,2,2,9.8,19.6,20,-0.4,2022,7,2022-07,2022-02-15,Returning,2022-02-15,2022-01-01
2441,2023-03-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10004614,290,350,5,2,343,1715,1450,265,2023,3,2023-03,2022-03-14,Returning,2022-03-14,2022-01-01
2442,2022-12-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Furniture,Tables,FUR-TA-10003748,140,170,2,5,161.5,323,280,43,2022,12,2022-12,2022-03-14,Returning,2022-03-14,2022-01-01
2443,2022-05-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Appliances,OFF-AP-10003217,580,660,4,4,633.6,2534.4,2320,214.4,2022,5,2022-05,2022-03-14,Returning,2022-03-14,2022-01-01
2444,2022-03-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Accessories,TEC-AC-10002399,80,100,5,2,98,490,400,90,2022,3,2022-03,2022-03-14,Returning,2022-03-14,2022-01-01
2445,2023-09-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,OFF-EN-10002973,30,30,6,5,28.5,171,180,-9,2023,9,2023-09,2022-03-14,Returning,2022-03-14,2022-01-01
2446,2023-11-30,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10001336,210,260,2,3,252.2,504.4,420,84.4,2023,11,2023-11,2022-03-14,Returning,2022-03-14,2022-01-01
2447,2022-10-18,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,OFF-EN-10000461,20,20,2,5,19,38,40,-2,2022,10,2022-10,2022-01-01,Returning,2022-01-01,2022-01-01
2448,2023-01-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10000988,420,490,5,5,465.5,2327.5,2100,227.5,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
2449,2022-10-02,Second Class,Consumer,United States,North Charleston,South Carolina,29406,South,Office Supplies,Storage,OFF-ST-10001809,260,270,3,3,261.9,785.7,780,5.7,2022,10,2022-10,2022-05-27,Returning,2022-05-27,2022-01-01
2450,2022-01-29,Standard Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10003963,30,30,5,2,29.4,147,150,-3,2022,1,2022-01,2022-01-08,Returning,2022-01-08,2022-01-01
2451,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10000081,20,20,5,5,19,95,100,-5,2022,11,2022-11,2022-01-01,Returning,2022-01-01,2022-01-01
2452,2023-12-23,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10000149,100,120,6,3,116.4,698.4,600,98.4,2023,12,2023-12,2022-01-01,Returning,2022-01-01,2022-01-01
2453,2022-05-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10000605,10,10,3,2,9.8,29.4,30,-0.6,2022,5,2022-05,2022-01-01,Returning,2022-01-01,2022-01-01
2454,2023-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10002399,50,60,3,2,58.8,176.4,150,26.4,2023,9,2023-09,2022-01-01,Returning,2022-01-01,2022-01-01
2455,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003038,60,70,8,3,67.9,543.2,480,63.2,2022,11,2022-11,2022-01-01,Returning,2022-01-01,2022-01-01
2456,2022-04-13,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000344,90,110,8,5,104.5,836,720,116,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
2457,2022-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004093,10,10,1,3,9.7,9.7,10,-0.3,2022,9,2022-09,2022-01-01,Returning,2022-01-01,2022-01-01
2458,2023-07-30,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10001683,50,60,6,4,57.6,345.6,300,45.6,2023,7,2023-07,2022-01-01,Returning,2022-01-01,2022-01-01
2459,2022-04-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003455,40,50,3,2,49,147,120,27,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
2460,2023-12-01,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,OFF-AP-10002578,90,100,2,5,95,190,180,10,2023,12,2023-12,2022-01-06,Returning,2022-01-06,2022-01-01
2461,2023-04-12,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10001763,30,30,3,4,28.8,86.4,90,-3.6,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
2462,2023-06-20,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001597,80,100,3,2,98,294,240,54,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
2463,2023-10-12,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001524,70,80,5,5,76,380,350,30,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
2464,2022-06-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001553,10,10,2,2,9.8,19.6,20,-0.4,2022,6,2022-06,2022-01-01,Returning,2022-01-01,2022-01-01
2465,2023-11-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000576,120,140,1,5,133,133,120,13,2023,11,2023-11,2022-01-01,Returning,2022-01-01,2022-01-01
2466,2022-04-14,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001317,0,0,1,3,0,0,0,0,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
2467,2022-03-06,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10000726,10,10,1,3,9.7,9.7,10,-0.3,2022,3,2022-03,2022-03-06,Returning,2022-03-06,2022-01-01
2468,2023-04-25,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10003306,520,570,4,2,558.6,2234.4,2080,154.4,2023,4,2023-04,2022-03-06,Returning,2022-03-06,2022-01-01
2469,2023-09-04,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10004983,30,30,5,5,28.5,142.5,150,-7.5,2023,9,2023-09,2022-03-06,Returning,2022-03-06,2022-01-01
2470,2022-06-28,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,20,20,1,4,19.2,19.2,20,-0.8,2022,6,2022-06,2022-03-06,Returning,2022-03-06,2022-01-01
2471,2023-10-22,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10002107,10,10,8,3,9.7,77.6,80,-2.4,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
2472,2022-01-01,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10002213,410,450,4,3,436.5,1746,1640,106,2022,1,2022-01,2022-01-01,New,2022-01-01,2022-01-01
2473,2022-02-04,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10000692,60,60,4,3,58.2,232.8,240,-7.2,2022,2,2022-02,2022-01-01,Returning,2022-01-01,2022-01-01
2474,2022-04-06,First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,FUR-CH-10001190,200,220,2,5,209,418,400,18,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
2475,2023-11-21,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10000682,70,80,5,2,78.4,392,350,42,2023,11,2023-11,2022-01-01,Returning,2022-01-01,2022-01-01
2476,2023-05-03,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,OFF-LA-10004545,70,90,7,4,86.4,604.8,490,114.8,2023,5,2023-05,2022-01-01,Returning,2022-01-01,2022-01-01
2477,2023-06-27,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10003057,960,1100,4,2,1078,4312,3840,472,2023,6,2023-06,2022-01-01,Returning,2022-01-01,2022-01-01
2478,2023-10-13,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10000198,1110,1320,3,2,1293.6,3880.8,3330,550.8,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
2479,2022-01-17,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10002833,10,10,3,5,9.5,28.5,30,-1.5,2022,1,2022-01,2022-01-01,Returning,2022-01-01,2022-01-01
2480,2023-01-29,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10002557,10,10,1,5,9.5,9.5,10,-0.5,2023,1,2023-01,2022-01-02,Returning,2022-01-02,2022-01-02
2481,2023-09-09,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10003656,130,150,2,3,145.5,291,260,31,2023,9,2023-09,2022-01-02,Returning,2022-01-02,2022-01-02
2482,2023-09-02,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001097,900,1000,6,2,980,5880,5400,480,2023,9,2023-09,2022-01-01,Returning,2022-01-01,2022-01-01
2483,2022-10-01,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000912,40,40,4,3,38.8,155.2,160,-4.8,2022,10,2022-10,2022-01-01,Returning,2022-01-01,2022-01-01
2484,2022-08-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10000617,930,1140,5,5,1083,5415,4650,765,2022,8,2022-08,2022-01-01,Returning,2022-01-01,2022-01-01
2485,2022-08-31,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,90,100,5,4,96,480,450,30,2022,8,2022-08,2022-01-01,Returning,2022-01-01,2022-01-01
2486,2023-11-14,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003856,10,10,2,3,9.7,19.4,20,-0.6,2023,11,2023-11,2022-01-01,Returning,2022-01-01,2022-01-01
2487,2022-02-16,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10001837,80,90,2,2,88.2,176.4,160,16.4,2022,2,2022-02,2022-01-03,Returning,2022-01-03,2022-01-01
2488,2022-03-09,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001473,10,10,3,2,9.8,29.4,30,-0.6,2022,3,2022-03,2022-01-03,Returning,2022-01-03,2022-01-01
2489,2023-10-15,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10004285,20,20,3,3,19.4,58.2,60,-1.8,2023,10,2023-10,2022-01-03,Returning,2022-01-03,2022-01-01
2490,2023-01-28,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001835,550,630,4,4,604.8,2419.2,2200,219.2,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
2491,2023-03-22,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002245,20,20,4,3,19.4,77.6,80,-2.4,2023,3,2023-03,2022-01-01,Returning,2022-01-01,2022-01-01
2492,2022-01-29,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001457,70,90,6,5,85.5,513,420,93,2022,1,2022-01,2022-01-01,Returning,2022-01-01,2022-01-01
2493,2023-04-23,Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,TEC-PH-10002885,3730,4550,7,4,4368,30576,26110,4466,2023,4,2023-04,2022-12-12,Returning,2022-12-12,2022-01-01
2494,2023-11-22,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Tables,FUR-TA-10004086,250,300,5,3,291,1455,1250,205,2023,11,2023-11,2022-01-05,Returning,2022-01-05,2022-01-02
2495,2023-03-12,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10000895,580,720,5,2,705.6,3528,2900,628,2023,3,2023-03,2022-01-05,Returning,2022-01-05,2022-01-02
2496,2023-11-07,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,FUR-CH-10000225,540,650,8,4,624,4992,4320,672,2023,11,2023-11,2023-10-05,Returning,2023-10-05,2022-01-02
2497,2023-04-25,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10002370,50,60,3,3,58.2,174.6,150,24.6,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
2498,2022-04-28,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,OFF-EN-10000056,110,120,2,2,117.6,235.2,220,15.2,2022,4,2022-04,2022-01-02,Returning,2022-01-02,2022-01-01
2499,2023-12-14,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004817,10,10,1,5,9.5,9.5,10,-0.5,2023,12,2023-12,2022-01-02,Returning,2022-01-02,2022-01-01
2500,2022-11-05,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10004483,30,40,3,3,38.8,116.4,90,26.4,2022,11,2022-11,2022-01-04,Returning,2022-01-04,2022-01-01
2501,2023-10-28,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Paper,OFF-PA-10001892,10,10,2,5,9.5,19,20,-1,2023,10,2023-10,2022-02-07,Returning,2022-02-07,2022-01-02
2502,2022-08-28,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10000546,0,0,4,4,0,0,0,0,2022,8,2022-08,2022-02-07,Returning,2022-02-07,2022-01-02
2503,2022-09-06,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10001294,10,10,4,5,9.5,38,40,-2,2022,9,2022-09,2022-02-07,Returning,2022-02-07,2022-01-02
2504,2023-10-12,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000248,10,10,2,2,9.8,19.6,20,-0.4,2023,10,2023-10,2022-01-02,Returning,2022-01-02,2022-01-01
2505,2022-10-24,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001228,40,50,4,2,49,196,160,36,2022,10,2022-10,2022-01-02,Returning,2022-01-02,2022-01-01
2506,2023-04-19,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000151,7370,8190,5,5,7780.5,38902.5,36850,2052.5,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
2507,2023-11-26,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004351,70,80,8,3,77.6,620.8,560,60.8,2023,11,2023-11,2022-01-02,Returning,2022-01-02,2022-01-01
2508,2023-02-05,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10001293,30,30,4,4,28.8,115.2,120,-4.8,2023,2,2023-02,2022-01-05,Returning,2022-01-05,2022-01-02
2509,2023-05-20,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000675,190,200,3,5,190,570,570,0,2023,5,2023-05,2022-01-01,Returning,2022-01-01,2022-01-01
2510,2023-12-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10000580,390,480,6,4,460.8,2764.8,2340,424.8,2023,12,2023-12,2022-01-01,Returning,2022-01-01,2022-01-01
2511,2022-05-05,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,OFF-ST-10003470,1000,1120,4,4,1075.2,4300.8,4000,300.8,2022,5,2022-05,2022-01-22,Returning,2022-01-22,2022-01-02
2512,2022-08-20,First Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003116,90,110,6,4,105.6,633.6,540,93.6,2022,8,2022-08,2022-01-10,Returning,2022-01-10,2022-01-01
2513,2022-07-08,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10002429,50,50,5,4,48,240,250,-10,2022,7,2022-07,2022-02-15,Returning,2022-02-15,2022-01-01
2514,2022-08-11,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10003280,90,100,4,3,97,388,360,28,2022,8,2022-08,2022-01-02,Returning,2022-01-02,2022-01-02
2515,2023-11-15,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,FUR-CH-10004540,40,50,2,4,48,96,80,16,2023,11,2023-11,2022-01-02,Returning,2022-01-02,2022-01-02
2516,2022-12-03,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,OFF-ST-10000585,210,260,2,3,252.2,504.4,420,84.4,2022,12,2022-12,2022-01-24,Returning,2022-01-24,2022-01-01
2517,2023-08-31,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10003001,500,600,9,2,588,5292,4500,792,2023,8,2023-08,2022-01-05,Returning,2022-01-05,2022-01-02
2518,2022-12-12,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10003975,110,130,3,2,127.4,382.2,330,52.2,2022,12,2022-12,2022-06-05,Returning,2022-06-05,2022-01-01
2519,2022-11-20,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10004559,20,20,7,3,19.4,135.8,140,-4.2,2022,11,2022-11,2022-01-22,Returning,2022-01-22,2022-01-02
2520,2023-04-19,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10003223,20,30,6,2,29.4,176.4,120,56.4,2023,4,2023-04,2022-01-22,Returning,2022-01-22,2022-01-02
2521,2023-10-12,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,OFF-AP-10002651,730,870,3,5,826.5,2479.5,2190,289.5,2023,10,2023-10,2022-01-22,Returning,2022-01-22,2022-01-02
2522,2022-07-10,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,OFF-PA-10003177,10,10,2,4,9.6,19.2,20,-0.8,2022,7,2022-07,2022-01-22,Returning,2022-01-22,2022-01-02
2523,2022-03-11,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003442,10,10,1,2,9.8,9.8,10,-0.2,2022,3,2022-03,2022-01-22,Returning,2022-01-22,2022-01-02
2524,2022-01-22,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,OFF-BI-10000977,110,120,4,2,117.6,470.4,440,30.4,2022,1,2022-01,2022-01-22,Returning,2022-01-22,2022-01-02
2525,2022-05-01,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10004078,40,40,9,5,38,342,360,-18,2022,5,2022-05,2022-01-05,Returning,2022-01-05,2022-01-02
2526,2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10002550,20,30,2,3,29.1,58.2,40,18.2,2022,8,2022-08,2022-01-05,Returning,2022-01-05,2022-01-02
2527,2022-02-20,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004965,10,10,3,5,9.5,28.5,30,-1.5,2022,2,2022-02,2022-01-05,Returning,2022-01-05,2022-01-02
2528,2022-08-07,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004209,10,10,6,4,9.6,57.6,60,-2.4,2022,8,2022-08,2022-01-05,Returning,2022-01-05,2022-01-02
2529,2023-08-29,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001526,10,10,2,4,9.6,19.2,20,-0.8,2023,8,2023-08,2022-01-05,Returning,2022-01-05,2022-01-02
2530,2023-07-08,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,OFF-PA-10000788,10,10,2,2,9.8,19.6,20,-0.4,2023,7,2023-07,2022-04-27,Returning,2022-04-27,2022-01-01
2531,2022-07-30,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10000595,100,110,5,2,107.8,539,500,39,2022,7,2022-07,2022-01-31,Returning,2022-01-31,2022-01-01
2532,2022-06-10,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10000829,20,20,4,4,19.2,76.8,80,-3.2,2022,6,2022-06,2022-01-31,Returning,2022-01-31,2022-01-01
2533,2023-10-28,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,OFF-FA-10002676,10,10,7,3,9.7,67.9,70,-2.1,2023,10,2023-10,2022-01-31,Returning,2022-01-31,2022-01-01
2534,2022-01-31,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10000844,320,340,4,4,326.4,1305.6,1280,25.6,2022,1,2022-01,2022-01-31,Returning,2022-01-31,2022-01-01
2535,2023-04-11,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10004459,1580,1800,6,3,1746,10476,9480,996,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
2536,2022-04-23,First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,TEC-AC-10003499,50,50,4,5,47.5,190,200,-10,2022,4,2022-04,2022-04-23,Returning,2022-04-23,2022-01-01
2537,2023-08-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,FUR-CH-10000513,160,180,2,5,171,342,320,22,2023,8,2023-08,2022-01-09,Returning,2022-01-09,2022-01-01
2538,2023-02-26,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10000895,350,430,4,4,412.8,1651.2,1400,251.2,2023,2,2023-02,2022-01-09,Returning,2022-01-09,2022-01-01
2539,2022-10-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10002555,150,160,1,3,155.2,155.2,150,5.2,2022,10,2022-10,2022-01-09,Returning,2022-01-09,2022-01-01
2540,2023-11-30,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10003312,1280,1350,6,3,1309.5,7857,7680,177,2023,11,2023-11,2022-01-02,Returning,2022-01-02,2022-01-01
2541,2022-01-19,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004086,590,700,3,2,686,2058,1770,288,2022,1,2022-01,2022-01-02,Returning,2022-01-02,2022-01-01
